Komentar,cleaning,cleansing,text_tokenize,tweet_normalized,text_stopword,text_stemming,text_clean
Partai Dendam indonesia,Partai Dendam indonesia,partai dendam indonesia,"['partai', 'dendam', 'indonesia']","['partai', 'dendam', 'indonesia']","['partai', 'dendam', 'indonesia']","['partai', 'dendam', 'indonesia']",partai dendam indonesia
wah kalo saya sih nilai 4,wah kalo saya sih nilai,wah kalo saya sih nilai,"['wah', 'kalo', 'saya', 'sih', 'nilai']","['wah', 'kalau', 'saya', 'sih', 'nilai']","['sih', 'nilai']","['sih', 'nilai']",sih nilai
"Panutan boss, Berani speak up yang salah #ganjarpranowo #ganjarmahfud2024",Panutan boss Berani speak up yang salah,panutan boss berani speak up yang salah,"['panutan', 'boss', 'berani', 'speak', 'up', 'yang', 'salah']","['panutan', 'boss', 'berani', 'speak', 'up', 'yang', 'salah']","['panutan', 'boss', 'berani', 'speak', 'up', 'salah']","['panutan', 'boss', 'berani', 'speak', 'up', 'salah']",panutan boss berani speak up salah
SENJATA MAKAN TUA WAKILNYA AJA MAFUD MD😂😂 SM AJA BONGKAR AIP TEMAN SENDIRI,SENJATA MAKAN TUA WAKILNYA AJA MAFUD MD SM AJA BONGKAR AIP TEMAN SENDIRI,senjata makan tua wakilnya aja mafud md sm aja bongkar aip teman sendiri,"['senjata', 'makan', 'tua', 'wakilnya', 'aja', 'mafud', 'md', 'sm', 'aja', 'bongkar', 'aip', 'teman', 'sendiri']","['senjata', 'makan', 'tua', 'wakilnya', 'aja', 'mafud', 'md', 'sama', 'aja', 'bongkar', 'aip', 'teman', 'sendiri']","['senjata', 'makan', 'tua', 'wakilnya', 'aja', 'mafud', 'md', 'aja', 'bongkar', 'aip', 'teman']","['senjata', 'makan', 'tua', 'wakil', 'aja', 'mafud', 'md', 'aja', 'bongkar', 'aip', 'teman']",senjata makan tua wakil aja mafud md aja bongkar aip teman
"@mohmahfudmd pak ,kata pak ganjar ,kinerja bapak jeblok",pak kata pak ganjar kinerja bapak jeblok,pak kata pak ganjar kinerja bapak jeblok,"['pak', 'kata', 'pak', 'ganjar', 'kinerja', 'bapak', 'jeblok']","['pak', 'kata', 'pak', 'ganjar', 'kinerja', 'bapak', 'jeblok']","['ganjar', 'kinerja', 'jeblok']","['ganjar', 'kerja', 'jeblok']",ganjar kerja jeblok
Mungkin bs ditanya langsung ke calon wakil pak Ganjar..,Mungkin bs ditanya langsung ke calon wakil pak Ganjar,mungkin bs ditanya langsung ke calon wakil pak ganjar,"['mungkin', 'bs', 'ditanya', 'langsung', 'ke', 'calon', 'wakil', 'pak', 'ganjar']","['mungkin', 'bisa', 'ditanya', 'langsung', 'ke', 'calon', 'wakil', 'pak', 'ganjar']","['langsung', 'calon', 'wakil', 'ganjar']","['langsung', 'calon', 'wakil', 'ganjar']",langsung calon wakil ganjar
cuma anda yg berani speak up yg lain meneng takut.. terimakasih dah mewakili,cuma anda yg berani speak up yg lain meneng takut terimakasih dah mewakili,cuma anda yg berani speak up yg lain meneng takut terimakasih dah mewakili,"['cuma', 'anda', 'yg', 'berani', 'speak', 'up', 'yg', 'lain', 'meneng', 'takut', 'terimakasih', 'dah', 'mewakili']","['cuma', 'anda', 'yang', 'berani', 'speak', 'up', 'yang', 'lain', 'meneng', 'takut', 'terimakasih', 'udah', 'mewakili']","['berani', 'speak', 'up', 'meneng', 'takut', 'terimakasih', 'udah', 'mewakili']","['berani', 'speak', 'up', 'neng', 'takut', 'terimakasih', 'udah', 'wakil']",berani speak up neng takut terimakasih udah wakil
"Setujuuuuu, sudah waktunya HAM di era Pak Ganjar jadi presiden ini di tegak kan",Setujuu sudah waktunya HAM di era Pak Ganjar jadi presiden ini di tegak kan,setujuu sudah waktunya ham di era pak ganjar jadi presiden ini di tegak kan,"['setujuu', 'sudah', 'waktunya', 'ham', 'di', 'era', 'pak', 'ganjar', 'jadi', 'presiden', 'ini', 'di', 'tegak', 'kan']","['setujuu', 'sudah', 'waktunya', 'ham', 'di', 'era', 'pak', 'ganjar', 'jadi', 'presiden', 'ini', 'di', 'tegak', 'kan']","['setujuu', 'ham', 'era', 'ganjar', 'presiden', 'tegak']","['setujuu', 'ham', 'era', 'ganjar', 'presiden', 'tegak']",setujuu ham era ganjar presiden tegak
Lah..menkopolhukam kan Mahfud!! Berarti Mahfud ikut gagal! Apa nggak salah ngomong kang.,Lah menkopolhukam kan Mahfud Berarti Mahfud ikut gagal Apa nggak salah ngomong kang,lah menkopolhukam kan mahfud berarti mahfud ikut gagal apa nggak salah ngomong kang,"['lah', 'menkopolhukam', 'kan', 'mahfud', 'berarti', 'mahfud', 'ikut', 'gagal', 'apa', 'nggak', 'salah', 'ngomong', 'kang']","['lah', 'menkopolhukam', 'kan', 'mahfud', 'berarti', 'mahfud', 'ikut', 'gagal', 'apa', 'nggak', 'salah', 'ngomong', 'kang']","['menkopolhukam', 'mahfud', 'mahfud', 'gagal', 'nggak', 'salah', 'ngomong', 'kang']","['menkopolhukam', 'mahfud', 'mahfud', 'gagal', 'nggak', 'salah', 'ngomong', 'kang']",menkopolhukam mahfud mahfud gagal nggak salah ngomong kang
"Ganjar ini memang hobinya ngomong ngawur/blunder. Ya memang bisa dimaklumi, karena apa yg dia omongkan adalah pesanan gerombolan banteng. Kasian dia, tapi yah lumayanlah ada capres buat lucu lucuan.. #badut2024",Ganjar ini memang hobinya ngomong ngawur blunder Ya memang bisa dimaklumi karena apa yg dia omongkan adalah pesanan gerombolan banteng Kasian dia tapi yah lumayanlah ada capres buat lucu lucuan,ganjar ini memang hobinya ngomong ngawur blunder ya memang bisa dimaklumi karena apa yg dia omongkan adalah pesanan gerombolan banteng kasian dia tapi yah lumayanlah ada capres buat lucu lucuan,"['ganjar', 'ini', 'memang', 'hobinya', 'ngomong', 'ngawur', 'blunder', 'ya', 'memang', 'bisa', 'dimaklumi', 'karena', 'apa', 'yg', 'dia', 'omongkan', 'adalah', 'pesanan', 'gerombolan', 'banteng', 'kasian', 'dia', 'tapi', 'yah', 'lumayanlah', 'ada', 'capres', 'buat', 'lucu', 'lucuan']","['ganjar', 'ini', 'memang', 'hobinya', 'ngomong', 'ngawur', 'blunder', 'ya', 'memang', 'bisa', 'dimaklumi', 'karena', 'apa', 'yang', 'dia', 'omongkan', 'adalah', 'pesanan', 'gerombolan', 'banteng', 'kasian', 'dia', 'tapi', 'yah', 'lumayanlah', 'ada', 'capres', 'buat', 'lucu', 'lucuan']","['ganjar', 'hobinya', 'ngomong', 'ngawur', 'blunder', 'ya', 'dimaklumi', 'omongkan', 'pesanan', 'gerombolan', 'banteng', 'kasian', 'yah', 'lumayanlah', 'capres', 'lucu', 'lucuan']","['ganjar', 'hobi', 'ngomong', 'ngawur', 'blunder', 'ya', 'maklum', 'omong', 'pesan', 'gerombol', 'banteng', 'kasi', 'yah', 'lumayan', 'capres', 'lucu', 'lucu']",ganjar hobi ngomong ngawur blunder ya maklum omong pesan gerombol banteng kasi yah lumayan capres lucu lucu
Tombol Anti pdip >,Tombol Anti pdip,tombol anti pdip,"['tombol', 'anti', 'pdip']","['tombol', 'anti', 'pdip']","['tombol', 'anti', 'pdip']","['tombol', 'anti', 'pdip']",tombol anti pdip
menkopolhukamnya 😃,menkopolhukamnya,menkopolhukamnya,['menkopolhukamnya'],['menkopolhukamnya'],['menkopolhukamnya'],['menkopolhukamnya'],menkopolhukamnya
"Dengan kata lain, Calon Wakilnya saat ini Gagal Total 😂😂😂. Senjata Makan Tuan.",Dengan kata lain Calon Wakilnya saat ini Gagal Total Senjata Makan Tuan,dengan kata lain calon wakilnya saat ini gagal total senjata makan tuan,"['dengan', 'kata', 'lain', 'calon', 'wakilnya', 'saat', 'ini', 'gagal', 'total', 'senjata', 'makan', 'tuan']","['dengan', 'kata', 'lain', 'calon', 'wakilnya', 'saat', 'ini', 'gagal', 'total', 'senjata', 'makan', 'tuan']","['calon', 'wakilnya', 'gagal', 'total', 'senjata', 'makan', 'tuan']","['calon', 'wakil', 'gagal', 'total', 'senjata', 'makan', 'tuan']",calon wakil gagal total senjata makan tuan
Ganjar mahfud lebih baik dari pada yang lain!!! #ganjarmahfud2024,Ganjar mahfud lebih baik dari pada yang lain,ganjar mahfud lebih baik dari pada yang lain,"['ganjar', 'mahfud', 'lebih', 'baik', 'dari', 'pada', 'yang', 'lain']","['ganjar', 'mahfud', 'lebih', 'baik', 'dari', 'pada', 'yang', 'lain']","['ganjar', 'mahfud']","['ganjar', 'mahfud']",ganjar mahfud
Panik ya pak uban?😂,Panik ya pak uban,panik ya pak uban,"['panik', 'ya', 'pak', 'uban']","['panik', 'ya', 'pak', 'uban']","['panik', 'ya', 'uban']","['panik', 'ya', 'uban']",panik ya uban
"ya alloh berikanlah bangsaku pemimpin yg amanah, jujur, rendah hati insyaallah ada pada pada bpk ganjar p -mahfud md",ya alloh berikanlah bangsaku pemimpin yg amanah jujur rendah hati insyaallah ada pada pada bpk ganjar mahfud md,ya alloh berikanlah bangsaku pemimpin yg amanah jujur rendah hati insyaallah ada pada pada bpk ganjar mahfud md,"['ya', 'alloh', 'berikanlah', 'bangsaku', 'pemimpin', 'yg', 'amanah', 'jujur', 'rendah', 'hati', 'insyaallah', 'ada', 'pada', 'pada', 'bpk', 'ganjar', 'mahfud', 'md']","['ya', 'alloh', 'berikanlah', 'bangsaku', 'pemimpin', 'yang', 'amanah', 'jujur', 'rendah', 'hati', 'insyaallah', 'ada', 'pada', 'pada', 'bapak', 'ganjar', 'mahfud', 'md']","['ya', 'alloh', 'berikanlah', 'bangsaku', 'pemimpin', 'amanah', 'jujur', 'rendah', 'hati', 'insyaallah', 'ganjar', 'mahfud', 'md']","['ya', 'alloh', 'beri', 'bangsa', 'pimpin', 'amanah', 'jujur', 'rendah', 'hati', 'insyaallah', 'ganjar', 'mahfud', 'md']",ya alloh beri bangsa pimpin amanah jujur rendah hati insyaallah ganjar mahfud md
wah kalo saya sih nilai 4,wah kalo saya sih nilai,wah kalo saya sih nilai,"['wah', 'kalo', 'saya', 'sih', 'nilai']","['wah', 'kalau', 'saya', 'sih', 'nilai']","['sih', 'nilai']","['sih', 'nilai']",sih nilai
SENJATA MAKAN TUA WAKILNYA AJA MAFUD MD😂😂 SM AJA BONGKAR AIP TEMAN SENDIRI,SENJATA MAKAN TUA WAKILNYA AJA MAFUD MD SM AJA BONGKAR AIP TEMAN SENDIRI,senjata makan tua wakilnya aja mafud md sm aja bongkar aip teman sendiri,"['senjata', 'makan', 'tua', 'wakilnya', 'aja', 'mafud', 'md', 'sm', 'aja', 'bongkar', 'aip', 'teman', 'sendiri']","['senjata', 'makan', 'tua', 'wakilnya', 'aja', 'mafud', 'md', 'sama', 'aja', 'bongkar', 'aip', 'teman', 'sendiri']","['senjata', 'makan', 'tua', 'wakilnya', 'aja', 'mafud', 'md', 'aja', 'bongkar', 'aip', 'teman']","['senjata', 'makan', 'tua', 'wakil', 'aja', 'mafud', 'md', 'aja', 'bongkar', 'aip', 'teman']",senjata makan tua wakil aja mafud md aja bongkar aip teman
"Duh pak , itu kan wakilnya bapak 😣",Duh pak itu kan wakilnya bapak,duh pak itu kan wakilnya bapak,"['duh', 'pak', 'itu', 'kan', 'wakilnya', 'bapak']","['aduh', 'pak', 'itu', 'kan', 'wakilnya', 'bapak']","['aduh', 'wakilnya']","['aduh', 'wakil']",aduh wakil
"@mohmahfudmd pak ,kata pak ganjar ,kinerja bapak jeblok",pak kata pak ganjar kinerja bapak jeblok,pak kata pak ganjar kinerja bapak jeblok,"['pak', 'kata', 'pak', 'ganjar', 'kinerja', 'bapak', 'jeblok']","['pak', 'kata', 'pak', 'ganjar', 'kinerja', 'bapak', 'jeblok']","['ganjar', 'kinerja', 'jeblok']","['ganjar', 'kerja', 'jeblok']",ganjar kerja jeblok
"Bener pak setuju, wadas salah satunya",Bener pak setuju wadas salah satunya,bener pak setuju wadas salah satunya,"['bener', 'pak', 'setuju', 'wadas', 'salah', 'satunya']","['bener', 'pak', 'setuju', 'wadas', 'salah', 'satunya']","['bener', 'setuju', 'wadas', 'salah', 'satunya']","['bener', 'tuju', 'wadas', 'salah', 'satu']",bener tuju wadas salah satu
"Panutan boss, Berani speak up yang salah #ganjarpranowo #ganjarmahfud2024",Panutan boss Berani speak up yang salah,panutan boss berani speak up yang salah,"['panutan', 'boss', 'berani', 'speak', 'up', 'yang', 'salah']","['panutan', 'boss', 'berani', 'speak', 'up', 'yang', 'salah']","['panutan', 'boss', 'berani', 'speak', 'up', 'salah']","['panutan', 'boss', 'berani', 'speak', 'up', 'salah']",panutan boss berani speak up salah
Ahhhh... Ttp prabowo gibran aku mahh.... 👏👏🔥🔥🔥🙌,Ahh Ttp prabowo gibran aku mahh,ahh ttp prabowo gibran aku mahh,"['ahh', 'ttp', 'prabowo', 'gibran', 'aku', 'mahh']","['ahh', 'ttp', 'prabowo', 'gibran', 'aku', 'mahh']","['ahh', 'ttp', 'prabowo', 'gibran', 'mahh']","['ahh', 'ttp', 'prabowo', 'gibran', 'mahh']",ahh ttp prabowo gibran mahh
Ngejek pak Mahmud ni.... blm2 udah saling njelekkan,Ngejek pak Mahmud ni blm udah saling njelekkan,ngejek pak mahmud ni blm udah saling njelekkan,"['ngejek', 'pak', 'mahmud', 'ni', 'blm', 'udah', 'saling', 'njelekkan']","['ngejek', 'pak', 'mahmud', 'ni', 'belum', 'udah', 'saling', 'njelekkan']","['ngejek', 'mahmud', 'ni', 'udah', 'njelekkan']","['ngejek', 'mahmud', 'ni', 'udah', 'njelekkan']",ngejek mahmud ni udah njelekkan
Huek huek 🤢🤮 menkopolhukamnya mana bisa2nya skrng di nilai dulu kemana pakkkk,Huek huek menkopolhukamnya mana bisanya skrng di nilai dulu kemana pakk,huek huek menkopolhukamnya mana bisanya skrng di nilai dulu kemana pakk,"['huek', 'huek', 'menkopolhukamnya', 'mana', 'bisanya', 'skrng', 'di', 'nilai', 'dulu', 'kemana', 'pakk']","['huek', 'huek', 'menkopolhukamnya', 'mana', 'bisanya', 'sekarang', 'di', 'nilai', 'dulu', 'kemana', 'pakk']","['huek', 'huek', 'menkopolhukamnya', 'bisanya', 'nilai', 'kemana', 'pakk']","['huek', 'huek', 'menkopolhukamnya', 'bisa', 'nilai', 'mana', 'pakk']",huek huek menkopolhukamnya bisa nilai mana pakk
"setuju sihh ama yg dikatakan ganjar, saat ini emang kondisi hukum di indonesia sangat memprihatinkan, ditambah lagi dengan kasus MK kemaren",setuju sihh ama yg dikatakan ganjar saat ini emang kondisi hukum di indonesia sangat memprihatinkan ditambah lagi dengan kasus MK kemaren,setuju sihh ama yg dikatakan ganjar saat ini emang kondisi hukum di indonesia sangat memprihatinkan ditambah lagi dengan kasus mk kemaren,"['setuju', 'sihh', 'ama', 'yg', 'dikatakan', 'ganjar', 'saat', 'ini', 'emang', 'kondisi', 'hukum', 'di', 'indonesia', 'sangat', 'memprihatinkan', 'ditambah', 'lagi', 'dengan', 'kasus', 'mk', 'kemaren']","['setuju', 'sihh', 'ama', 'yang', 'dikatakan', 'ganjar', 'saat', 'ini', 'emang', 'kondisi', 'hukum', 'di', 'indonesia', 'sangat', 'memprihatinkan', 'ditambah', 'lagi', 'dengan', 'kasus', 'mk', 'kemaren']","['setuju', 'sihh', 'ama', 'ganjar', 'emang', 'kondisi', 'hukum', 'indonesia', 'memprihatinkan', 'ditambah', 'mk', 'kemaren']","['tuju', 'sihh', 'ama', 'ganjar', 'emang', 'kondisi', 'hukum', 'indonesia', 'prihatin', 'tambah', 'mk', 'kemaren']",tuju sihh ama ganjar emang kondisi hukum indonesia prihatin tambah mk kemaren
"Belum apa-apa wakilnya sudah dipukuli, hedehhhh",Belum apa apa wakilnya sudah dipukuli hedehh,belum apa apa wakilnya sudah dipukuli hedehh,"['belum', 'apa', 'apa', 'wakilnya', 'sudah', 'dipukuli', 'hedehh']","['belum', 'apa', 'apa', 'wakilnya', 'sudah', 'dipukuli', 'hedehh']","['wakilnya', 'dipukuli', 'hedehh']","['wakil', 'pukul', 'hedehh']",wakil pukul hedehh
Ini namanya senjata makan tuanya..😂😂😂,Ini namanya senjata makan tuanya,ini namanya senjata makan tuanya,"['ini', 'namanya', 'senjata', 'makan', 'tuanya']","['ini', 'namanya', 'senjata', 'makan', 'tuanya']","['namanya', 'senjata', 'makan', 'tuanya']","['nama', 'senjata', 'makan', 'tua']",nama senjata makan tua
Partai Dendam indonesia,Partai Dendam indonesia,partai dendam indonesia,"['partai', 'dendam', 'indonesia']","['partai', 'dendam', 'indonesia']","['partai', 'dendam', 'indonesia']","['partai', 'dendam', 'indonesia']",partai dendam indonesia
Kan menkopolhukamnya cawapresnya bapak😂😂😂koq  di jeblokno😂😂😂,Kan menkopolhukamnya cawapresnya bapak koq di jeblokno,kan menkopolhukamnya cawapresnya bapak koq di jeblokno,"['kan', 'menkopolhukamnya', 'cawapresnya', 'bapak', 'koq', 'di', 'jeblokno']","['kan', 'menkopolhukamnya', 'cawapresnya', 'bapak', 'koq', 'di', 'jeblokno']","['menkopolhukamnya', 'cawapresnya', 'koq', 'jeblokno']","['menkopolhukamnya', 'cawapresnya', 'koq', 'jeblokno']",menkopolhukamnya cawapresnya koq jeblokno
Apa pak kasusnya? Sebut aja MK kan? mkmkmk 😂KALO KASUS MK MAH CAWAPRESMU GAK BISA INTERVENSI 🤮🤣,Apa pak kasusnya Sebut aja MK kan mkmkmk KALO KASUS MK MAH CAWAPRESMU GAK BISA INTERVENSI,apa pak kasusnya sebut aja mk kan mkmkmk kalo kasus mk mah cawapresmu gak bisa intervensi,"['apa', 'pak', 'kasusnya', 'sebut', 'aja', 'mk', 'kan', 'mkmkmk', 'kalo', 'kasus', 'mk', 'mah', 'cawapresmu', 'gak', 'bisa', 'intervensi']","['apa', 'pak', 'kasusnya', 'sebut', 'aja', 'mk', 'kan', 'mkmkmk', 'kalau', 'kasus', 'mk', 'mah', 'cawapresmu', 'enggak', 'bisa', 'intervensi']","['kasusnya', 'aja', 'mk', 'mkmkmk', 'mk', 'mah', 'cawapresmu', 'intervensi']","['kasus', 'aja', 'mk', 'mkmkmk', 'mk', 'mah', 'cawapresmu', 'intervensi']",kasus aja mk mkmkmk mk mah cawapresmu intervensi
"Setuju bgt sih kalo pak Ganjar kasih nilai jelek ke pak jokowi. Karena penangan hukum dan ham menurun di era pak Jokowi, buktinya belakangan ini banyak pelanggaran hukum yg terjadi",Setuju bgt sih kalo pak Ganjar kasih nilai jelek ke pak jokowi Karena penangan hukum dan ham menurun di era pak Jokowi buktinya belakangan ini banyak pelanggaran hukum yg terjadi,setuju bgt sih kalo pak ganjar kasih nilai jelek ke pak jokowi karena penangan hukum dan ham menurun di era pak jokowi buktinya belakangan ini banyak pelanggaran hukum yg terjadi,"['setuju', 'bgt', 'sih', 'kalo', 'pak', 'ganjar', 'kasih', 'nilai', 'jelek', 'ke', 'pak', 'jokowi', 'karena', 'penangan', 'hukum', 'dan', 'ham', 'menurun', 'di', 'era', 'pak', 'jokowi', 'buktinya', 'belakangan', 'ini', 'banyak', 'pelanggaran', 'hukum', 'yg', 'terjadi']","['setuju', 'banget', 'sih', 'kalau', 'pak', 'ganjar', 'kasih', 'nilai', 'jelek', 'ke', 'pak', 'jokowi', 'karena', 'penangan', 'hukum', 'dan', 'ham', 'menurun', 'di', 'era', 'pak', 'jokowi', 'buktinya', 'belakangan', 'ini', 'banyak', 'pelanggaran', 'hukum', 'yang', 'terjadi']","['setuju', 'banget', 'sih', 'ganjar', 'kasih', 'nilai', 'jelek', 'jokowi', 'penangan', 'hukum', 'ham', 'menurun', 'era', 'jokowi', 'buktinya', 'pelanggaran', 'hukum']","['tuju', 'banget', 'sih', 'ganjar', 'kasih', 'nilai', 'jelek', 'jokowi', 'nang', 'hukum', 'ham', 'turun', 'era', 'jokowi', 'bukti', 'langgar', 'hukum']",tuju banget sih ganjar kasih nilai jelek jokowi nang hukum ham turun era jokowi bukti langgar hukum
Kayaknya bapak ini baru bangun tidur 😂😂😂,Kayaknya bapak ini baru bangun tidur,kayaknya bapak ini baru bangun tidur,"['kayaknya', 'bapak', 'ini', 'baru', 'bangun', 'tidur']","['kayaknya', 'bapak', 'ini', 'baru', 'bangun', 'tidur']","['kayaknya', 'bangun', 'tidur']","['kayak', 'bangun', 'tidur']",kayak bangun tidur
